bb,Unnamed: 0
"('mov %r13, %rdi', 'movl  %edx, -0xe0(%rbp)', 'movl  %r9d, -0xd0(%rbp)', 'callq  0xffffffffffffeaca', 'pushq  %r12', 'pushq  %rbx', 'mov %rdi, %rbx', 'sub $0x8, %rsp', 'movl  (%rdi), %eax', 'test %eax, %eax', 'jz 0xc')",221.6
"('mov %r13, %rdi', 'xor %ebx, %ebx', 'callq  0xfffffffffffc51ee', 'nop %edi, %edx', 'pushq  %r12', 'pushq  %rbp', 'mov %rdi, %rbp', 'pushq  %rbx', 'movl  (%rdi), %eax', 'test $0x20, %ah', 'jnz 0xf8')",317.0
"('mov %r13, %rdx', 'mov %r15, %rsi', 'mov %r14d, %ecx', 'mov $0xc, %r13d', 'callq  0x1bc69', 'nop %edi, %edx', 'lea -0x8(%rdi,%rdx,8), %rdi', 'lea -0x8(%rsi,%rdx,8), %rsi', 'mov %edx, %eax', 'and $0x3, %eax', 'jnz 0x20')",199.33333333333334
"('mov %r13d, %eax', 'popq  %rbp', 'popq  %r12', 'popq  %r13', 'retq')",230.0
"('mov %r13d, %eax', 'xor %r8d, %r8d', 'xor %r14d, %r14d', 'movl  $0x0, -0x620(%rbp)', 'movl  $0x0, -0x600(%rbp)', 'and $0x2, %eax', 'mov %r8d, %r15d', 'mov %r14, %r8', 'movl  %eax, -0x6dc(%rbp)', 'mov %r13d, %eax', 'mov %r12, %r14', 'movl  $0x0, -0x654(%rbp)', 'and $0x4, %eax', 'movl  %eax, -0x6e0(%rbp)', 'mov %r13d, %eax', 'movq  $0x0, -0x6a8(%rbp)', 'not %eax', 'movq  $0x0, -0x680(%rbp)', 'and $0x1, %eax', 'movl  %eax, -0x6e4(%rbp)', 'movq  $0x0, -0x6a0(%rbp)', 'movq  $0x0, -0x6b8(%rbp)', 'movq  $0x0, -0x6c0(%rbp)', 'test $0x80, %bl', 'jnz 0x108')",212.0
"('mov %r13d, %ebx', 'mov %r12, %r13', 'movq  -0x148(%rbp), %r12', 'movl  -0x4(%r15), %edx', 'cmpl  -0xc0(%rbp), %edx', 'jnz 0x6')",223.4
"('mov %r13d, %edx', 'mov %r12, %rsi', 'mov %rbp, %rdi', 'callq  0x80(%r15)', 'nop %edi, %edx', 'movl  0x70(%rdi), %edi', 'jmp 0x38dd9')",318.0
"('mov %r13d, %edx', 'mov %rbp, %rdi', 'callq  0x4146', 'nop %edi, %edx', 'add $0x3fff, %si', 'movq  (%rdi), %rax', 'shl $0xf, %edx', 'and $0x7fff, %si', 'or %edx, %esi', 'movq  %rax, -0x18(%rsp)', 'movw  %si, -0x10(%rsp)', 'fld -0x18(%rsp), %st', 'retq')",312.0
"('mov %r14, %r12', 'mov %rcx, %rdi', 'movq  %r11, 0x10(%rsp)', 'sub %r13, %r12', 'movq  %rcx, 0x8(%rsp)', 'callq  0xffffffffffffd2e1', 'sub $0x8, %rsp', 'movq  0x8(%rdi), %rcx', 'mov %rcx, %rax', 'and $0xfffffffffffffff8, %rax', 'cmpq  (%rdi,%rax,1), %rax', 'jnz 0xac')",319.0
"('mov %r14, %r15', 'mov %r9d, %r13d', 'test %rbx, %rbx', 'jnz 0x2a')",224.6
"('mov %r14, %rax', 'sub %r10, %rax', 'cmp %rcx, %rax', 'cmovnle %rcx, %rax', 'lea (%rax,%r10,1), %rbx', 'sub %rax, %rcx', 'mov $0x1345, %eax', 'sub %rbx, %rax', 'movq  %rcx, 0x68(%rsp)', 'cmp %rax, %rcx', 'jnle 0x14bb')",314.0
"('mov %r14, %rax', 'xor %edx, %edx', 'div %rcx', 'sub %rdx, %r8', 'test %r8, %r8', 'jnz 0x4b')",180.58333333333334
"('mov %r14, %rdi', 'callq  0x1361b', 'nop %edi, %edx', 'pushq  %rbp', 'mov %rdi, %rbp', 'pushq  %rbx', 'sub $0x8, %rsp', 'movl  0xc0(%rdi), %eax', 'test %eax, %eax', 'jnz 0xdb')",202.0
"('mov %r14, %rdi', 'callq  0xf794', 'nop %edi, %edx', 'pushq  %rbp', 'mov %rdi, %rbp', 'pushq  %rbx', 'sub $0x8, %rsp', 'movl  0xc0(%rdi), %eax', 'test %eax, %eax', 'jnz 0xdb')",316.0
"('mov %r14, %rdi', 'mov $0x4b3088, %rsi', 'mov %rbx, %rdx', 'mov $0x0, %al', 'callq  0xf2d5', 'nop %edi, %edx', 'pushq  %r13', 'mov %rdi, %r13', 'pushq  %r12', 'mov %rsi, %r12', 'pushq  %rbp', 'sub $0x1d0, %rsp', 'movq  %rdx, 0x130(%rsp)', 'movq  %rcx, 0x138(%rsp)', 'movq  %r8, 0x140(%rsp)', 'movq  %r9, 0x148(%rsp)', 'test %al, %al', 'jz 0x42')",206.0
"('mov %r14, %rdi', 'mov $0x4b3139, %rsi', 'mov %rbx, %rdx', 'mov $0x0, %al', 'callq  0xf2ee', 'nop %edi, %edx', 'pushq  %r13', 'mov %rdi, %r13', 'pushq  %r12', 'mov %rsi, %r12', 'pushq  %rbp', 'sub $0x1d0, %rsp', 'movq  %rdx, 0x130(%rsp)', 'movq  %rcx, 0x138(%rsp)', 'movq  %r8, 0x140(%rsp)', 'movq  %r9, 0x148(%rsp)', 'test %al, %al', 'jz 0x42')",317.0
"('mov %r14, %rdi', 'mov %ebx, %esi', 'callq  0xfffffffffffffd49', 'pushq  %rbp', 'mov %rsp, %rbp', 'pushq  %r14', 'pushq  %rbx', 'sub $0x20, %rsp', 'mov %esi, %r14d', 'mov %rdi, %rbx')",129.0
"('mov %r14, %rdi', 'mov %ebx, %esi', 'callq  0xfffffffffffffe40', 'pushq  %rbp', 'mov %rsp, %rbp', 'pushq  %r14', 'pushq  %rbx', 'sub $0x10, %rsp', 'mov %esi, %r14d', 'mov %rdi, %rbx')",130.0
"('mov %r14, %rdi', 'mov %ebx, %esi', 'callq  0xfffffffffffffe84', 'pushq  %rbp', 'mov %rsp, %rbp', 'pushq  %r14', 'pushq  %rbx', 'sub $0x10, %rsp', 'mov %esi, %r14d', 'mov %rdi, %rbx')",132.0
"('mov %r14, %rdi', 'mov %ebx, %esi', 'callq  0xfffffffffffffee0', 'pushq  %rbp', 'mov %rsp, %rbp', 'pushq  %r14', 'pushq  %rbx', 'sub $0x10, %rsp', 'mov %esi, %r14d', 'mov %rdi, %rbx')",133.0
"('mov %r14, %rdi', 'mov %ebx, %esi', 'mov %r15d, %edx', 'callq  0xffffffffffffff63', 'pushq  %rbp', 'mov %rsp, %rbp', 'pushq  %r15', 'pushq  %r14', 'pushq  %rbx', 'sub $0x18, %rsp', 'mov %edx, %r14d', 'mov %esi, %r15d', 'mov %rdi, %rbx')",134.0
"('mov %r14, %rdi', 'mov %r15d, %esi', 'xor %edx, %edx', 'mov %ebx, %ecx', 'callq  0xfffffffffffffe94', 'pushq  %rbp', 'mov %rsp, %rbp', 'pushq  %r15', 'pushq  %r14', 'pushq  %r12', 'pushq  %rbx', 'sub $0x20, %rsp', 'mov %ecx, %r14d', 'mov %edx, %r15d', 'mov %esi, %r12d', 'mov %rdi, %rbx')",116.0
"('mov %r14, %rdi', 'mov %rbx, %rsi', 'callq  0xfffffffffffff22a', 'jmpq  0xc0ff2(%rip)', 'nop %edi, %edx', 'mov %rsi, %rcx', 'mov %rdi, %rax', 'vpxor %xmm0, %xmm0, %xmm0', 'and $0x7f, %ecx', 'cmp $0x40, %ecx', 'jbe 0x1e7')",139.0
"('mov %r14, %rdi', 'mov %rbx, %rsi', 'callq  0xfffffffffffffec2', 'pushq  %rbp', 'mov %rsp, %rbp', 'pushq  %r14', 'pushq  %rbx', 'sub $0x20, %rsp', 'mov %rsi, %r14', 'mov %rdi, %rbx')",135.0
"('mov %r14, %rdi', 'mov %rbx, %rsi', 'callq  0xffffffffffffff13', 'pushq  %rbp', 'mov %rsp, %rbp', 'pushq  %r14', 'pushq  %rbx', 'sub $0x20, %rsp', 'mov %rsi, %r14', 'mov %rdi, %rbx')",136.0
"('mov %r14, %rdi', 'mov %rbx, %rsi', 'mov $0x38, %edx', 'callq  0xfffffffffffff18b', 'jmpq  0xe5ff2(%rip)', 'nop %edi, %edx', 'mov %rdi, %rax', 'cmp $0x20, %rdx', 'jb 0x4b')",321.0
"('mov %r14, %rdi', 'xor %esi, %esi', 'mov %ebx, %edx', 'callq  0xfffffffffffffdfd', 'pushq  %rbp', 'mov %rsp, %rbp', 'pushq  %r15', 'pushq  %r14', 'pushq  %rbx', 'sub $0x18, %rsp', 'mov %edx, %r14d', 'mov %esi, %r15d', 'mov %rdi, %rbx')",137.0
"('mov %r14, %rdx', 'lea (%r13,%r15,1), %eax', 'sub %r15, %rdx', 'sub %r14d, %eax', 'add %rbx, %rdx', 'jz 0xfb')",227.2
"('mov %r14, %rsi', 'not %rsi', 'add %r15, %rsi', 'movq  %rsi, 0x8(%rsp)', 'jnz 0xfffffffffffffda4')",322.0
"('mov %r14d, %edi', 'mov %ebx, %esi', 'callq  0xfffffffffffffb77', 'pushq  %rbp', 'mov %rsp, %rbp', 'pushq  %r14', 'pushq  %rbx', 'sub $0x10, %rsp', 'mov %esi, %r14d', 'mov %edi, %ebx')",198.0
"('mov %r14d, %r10d', 'cmpq  %rbx, -0x468(%rbp)', 'jz 0x448')",218.71428571428572
"('mov %r15, %rax', 'mov %r14d, %r15d', 'movl  %ebx, -0x610(%rbp)', 'movq  -0x650(%rbp), %r13', 'mov %rax, %r14', 'cmp $0xffffffff, %r15d', 'jz 0xffffffffffffdc41')",320.0
"('mov %r15, %rcx', 'add %rax, %rcx', 'movq  %rcx, 0x20(%rsp)', 'movq  0x28(%rsp), %rcx', 'jb 0x606')",323.0
"('mov %r15, %rdi', 'callq  0x1184d', 'nop %edi, %edx', 'pushq  %rbp', 'mov %rdi, %rbp', 'pushq  %rbx', 'sub $0x8, %rsp', 'movl  0xc0(%rdi), %eax', 'test %eax, %eax', 'jnz 0xdb')",321.0
"('mov %r15, %rdi', 'mov $0xffffffff, %esi', 'mov %r14d, %edx', 'mov %ebx, %ecx', 'callq  0xfffffffffffffc7d', 'pushq  %rbp', 'mov %rsp, %rbp', 'pushq  %r15', 'pushq  %r14', 'pushq  %r12', 'pushq  %rbx', 'sub $0x20, %rsp', 'mov %ecx, %r14d', 'mov %edx, %r15d', 'mov %esi, %r12d', 'mov %rdi, %rbx')",199.0
"('mov %r15, %rdi', 'mov %r14d, %esi', 'mov %ebx, %edx', 'callq  0xffffffffffffff88', 'pushq  %rbp', 'mov %rsp, %rbp', 'pushq  %r15', 'pushq  %r14', 'pushq  %rbx', 'sub $0x18, %rsp', 'mov %edx, %r14d', 'mov %esi, %r15d', 'mov %rdi, %rbx')",138.0
"('mov %r15d, %ebx', 'and $0x2, %ebx', 'jnz 0x425')",183.08333333333334
"('mov %r8, %rax', 'cmpq  %rsi, 0x8(%rdi)', 'jb 0xe')",325.0
"('mov %r8, %rax', 'mov %r8, %rdi', 'imul %r11', 'mov %r8, %rax', 'sar $0x3f, %rax', 'sar $0x6, %rdx', 'sub %rax, %rdx', 'lea (%rdx,%rdx,8), %rax', 'lea (%rdx,%rcx,1), %r9', 'lea (%rdx,%rax,8), %rax', 'lea (%rax,%rax,4), %rax', 'sub %rax, %rdi', 'mov %rdi, %rax', 'shr $0x3f, %rax', 'sub %rax, %r9', 'mov %r9, %rdi', 'lea 0x2(%r9), %rsi', 'sub $0x1, %rdi', 'mov %rdi, %r14', 'cmovns %rdi, %rsi', 'mov %rdi, %rbx', 'sar $0x3f, %r14', 'mov %r14, %rdx', 'sar $0x2, %rsi', 'shr $0x3e, %rdx', 'lea (%rdi,%rdx,1), %rax', 'and $0x3, %eax', 'sub %rdx, %rax', 'shr $0x3f, %rax', 'sub %rax, %rsi', 'mov %rdi, %rax', 'imul %r10', 'add %rdi, %rdx', 'mov %rdx, %rax', 'sar $0x6, %rax', 'sub %r14, %rax', 'lea (%rax,%rax,4), %r15', 'lea (%r15,%r15,4), %r15', 'shl $0x2, %r15', 'sub %r15, %rbx', 'mov %rbx, %r15', 'shr $0x3f, %r15', 'sub %r15, %rax', 'sub %rax, %rsi', 'mov %rsi, %rax', 'mov %rdx, %rsi', 'sar $0x8, %rsi', 'sub %r14, %rsi', 'lea (%rsi,%rsi,4), %rdx', 'lea (%rdx,%rdx,4), %rdx', 'shl $0x4, %rdx', 'sub %rdx, %rdi', 'shr $0x3f, %rdi', 'sub %rdi, %rsi', 'lea 0x2(%rcx), %rdi', 'add %rax, %rsi', 'mov %r9, %rax', 'sub %rcx, %rax', 'lea (%rax,%rax,8), %rdx', 'lea (%rax,%rdx,8), %rax', 'lea (%rax,%rax,4), %rax', 'add %rax, %rsi', 'sub $0x1, %rcx', 'mov %rcx, %r14', 'cmovns %rcx, %rdi', 'mov %rcx, %rbx', 'sar $0x3f, %r14', 'mov %r14, %rdx', 'sar $0x2, %rdi', 'shr $0x3e, %rdx', 'lea (%rcx,%rdx,1), %rax', 'and $0x3, %eax', 'sub %rdx, %rax', 'shr $0x3f, %rax', 'sub %rax, %rdi', 'mov %rcx, %rax', 'imul %r10', 'add %rcx, %rdx', 'mov %rdx, %rax', 'sar $0x8, %rdx', 'sar $0x6, %rax', 'sub %r14, %rdx', 'sub %r14, %rax', 'lea (%rax,%rax,4), %r15', 'lea (%r15,%r15,4), %r15', 'shl $0x2, %r15', 'sub %r15, %rbx', 'mov %rbx, %r15', 'shr $0x3f, %r15', 'sub %r15, %rax', 'sub %rax, %rdi', 'lea (%rdx,%rdx,4), %rax', 'lea (%rax,%rax,4), %rax', 'shl $0x4, %rax', 'sub %rax, %rcx', 'mov %rcx, %rax', 'mov %r9, %rcx', 'shr $0x3f, %rax', 'sub %rax, %rdx', 'add %rdi, %rdx', 'sub %rdx, %rsi', 'sub %rsi, %r8', 'test %r8, %r8', 'js 0xfffffffffffffe9d')",326.0
"('mov %r8, %rax', 'retq')",187.95652173913044
"('mov %r8d, %edx', 'mov %r9, %rsi', 'mov $0xffffff9c, %edi', 'mov $0x101, %eax', 'syscall', 'cmp $0xfffffffffffff000, %rax', 'jnbe 0x46')",328.0
"('mov %r9d, %eax', 'xor %edi, %edi', 'and $0x7ff, %eax', 'sub $0x3be, %eax', 'cmp $0x7f, %eax', 'jnbe 0x1da')",227.0
"('mov %rax, %r12', 'test %rax, %rax', 'jz 0x160')",245.66666666666666
"('mov %rax, %r13', 'movzxw  0x80(%rbx), %eax', 'test %r13, %r13', 'jz 0x7')",185.375
"('mov %rax, %r13', 'test %rax, %rax', 'jz 0x2e')",331.0
"('mov %rax, %r14', 'and $0xfffffffffffffff8, %r14', 'cmp $0x10, %rax', 'jbe 0x434')",248.0
"('mov %rax, %r14', 'jmp 0xffffffffffffff99')",193.0
"('mov %rax, %r14', 'movq  0x8(%r14), %r12', 'cmp %r12, %rbx', 'jnbe 0x1a')",333.0
"('mov %rax, %r8', 'mov %rcx, %rax', 'movq %r8, %xmm1', 'movq %rax, %xmm0', 'xor %r8d, %r8d', 'punpcklqdq %xmm1, %xmm0', 'mov %r8d, %eax', 'movupsx  %xmm0, (%rdi)', 'retq')",126.0
"('mov %rax, %r8', 'movl  (%rbx), %eax', 'mov %eax, %edx', 'and $0x8000, %edx', 'test $0x1, %ah', 'jz 0x66')",334.0
"('mov %rax, %r8', 'test %rax, %rax', 'jz 0xc8')",186.75
"('mov %rax, %rbp', 'test %rax, %rax', 'jz 0x112')",336.0
"('mov %rax, %rbp', 'test %rax, %rax', 'jz 0x3d')",337.0
"('mov %rax, %rbp', 'test %rax, %rax', 'jz 0xffffffffffffffe1')",338.0
"('mov %rax, %rbx', 'lea 0xe0(%rax), %rax', 'xor %edx, %edx', 'xor %esi, %esi', 'movq  %rax, 0x88(%rbx)', 'lea 0xf0(%rbx), %rcx', 'mov %rbx, %rdi', 'mov %rbx, %r12', 'lea 0xab390(%rip), %r8', 'callq  0x7050', 'nop %edi, %edx', 'or $0xfbad0000, %esi', 'movl  $0x0, 0x74(%rdi)', 'movl  %esi, (%rdi)', 'movl  0xa51a3(%rip), %esi', 'test %esi, %esi', 'jz 0x9')",179.0
"('mov %rax, %rbx', 'lea 0xe0(%rax), %rax', 'xor %edx, %edx', 'xor %esi, %esi', 'movq  %rax, 0x88(%rbx)', 'lea 0xf0(%rbx), %rcx', 'mov %rbx, %rdi', 'mov %rbx, %r12', 'lea 0xac4f0(%rip), %r8', 'callq  0x6f00', 'nop %edi, %edx', 'or $0xfbad0000, %esi', 'movl  $0x0, 0x74(%rdi)', 'movl  %esi, (%rdi)', 'movl  0xa6513(%rip), %esi', 'test %esi, %esi', 'jz 0x9')",238.0
"('mov %rax, %rbx', 'lea 0xe0(%rax), %rax', 'xor %edx, %edx', 'xor %esi, %esi', 'movq  %rax, 0x88(%rbx)', 'lea 0xf0(%rbx), %rcx', 'mov %rbx, %rdi', 'mov %rbx, %r12', 'lea 0xd0380(%rip), %r8', 'callq  0x6f00', 'nop %edi, %edx', 'or $0xfbad0000, %esi', 'movl  $0x0, 0x74(%rdi)', 'movl  %esi, (%rdi)', 'movl  0xca3a3(%rip), %esi', 'test %esi, %esi', 'jz 0x9')",340.0
"('mov %rax, %rbx', 'movq %r13, %xmm0', 'xor %ecx, %ecx', 'mov %rbx, %rdx', 'mov %r13, %rsi', 'punpcklqdq %xmm0, %xmm0', 'mov %rbp, %rdi', 'movapsx  %xmm0, (%rsp)', 'callq  0xffffffffffffdcbf', 'nop %edi, %edx', 'pushq  %rbp', 'mov %ecx, %ebp', 'pushq  %rbx', 'mov %rdi, %rbx', 'sub $0x18, %rsp', 'movq  0x38(%rdi), %rdi', 'movl  (%rbx), %eax', 'movq  %rsi, (%rsp)', 'movq  %rdx, 0x8(%rsp)', 'test %rdi, %rdi', 'jz 0x6')",221.0
"('mov %rax, %rbx', 'test %rax, %rax', 'jz 0xfffffffffffffe44')",253.33333333333334
"('mov %rax, %rbx',)",211.66666666666666
"('mov %rax, %rcx', 'mov %rax, %rdi', 'mov %rax, %rsi', 'mov %rax, %r15', 'shr $0xc, %rsi', 'shr $0xf, %r15', 'mov $0x2, %edx', 'shr $0x6, %rcx', 'shr $0x9, %rdi', 'lea 0x77(%r15), %r10d', 'movq  %rsi, 0x58(%rsp)', 'shr $0x12, %rax', 'cmp $0xbffff, %r13', 'movq  %r15, 0x60(%rsp)', 'lea 0x30(%rcx), %r11d', 'cmovnbe %rdx, %rax', 'mov %r15, %rdx', 'lea 0x6e(%rsi), %r15d', 'movq  %rcx, 0x40(%rsp)', 'movq  %rdi, 0x50(%rsp)', 'lea 0x7c(%rax), %r9d', 'mov %rsi, %rax', 'mov %edi, %esi', 'movl  %r11d, 0x4c(%rsp)', 'add $0x5b, %esi', 'movl  %r9d, 0x68(%rsp)', 'movl  %r10d, 0x6c(%rsp)', 'movl  %r15d, 0x70(%rsp)', 'movl  %esi, 0x74(%rsp)', 'movl  %r11d, 0x28(%rsp)', 'cmp $0x30, %rcx', 'jbe 0x20')",188.83333333333334
"('mov %rax, %rcx', 'shr $0x6, %rcx', 'add $0x30, %ecx', 'cmp $0xc3f, %rax', 'jbe 0x58')",343.0
"('mov %rax, %rcx', 'shr $0x9, %rcx', 'add $0x5b, %ecx', 'cmp $0x29ff, %rax', 'jbe 0x46')",344.0
"('mov %rax, %rdi', 'callq  0x2e48d', 'nop %edi, %edx', 'testl  $0x2000, (%rdi)', 'jz 0xe')",345.0
"('mov %rax, %rdi', 'cmp %r15, %r12', 'jnbe 0xffffffffffffffe0')",235.4
"('mov %rax, %rsi', 'mov %rsp, %rbx', 'lea 0xf(%rsp), %rdi', 'mov %rax, %rdx', 'and $0xfffffffffffff000, %rsi', 'and $0xfffffffffffffff0, %rdi', 'and $0xfffffffffffffff0, %rdx', 'sub %rsi, %rbx', 'movq  %rdi, -0x90(%rbp)', 'mov %rbx, %rsi', 'cmp %rsi, %rsp', 'jz 0x17')",236.4
"('mov %rax, %rsi', 'test %rax, %rax', 'jz 0x53')",190.375
"('mov %rbp, %r12', 'popq  %rbx', 'popq  %rbp', 'mov %r12, %rax', 'popq  %r12', 'retq')",347.0
"('mov %rbp, %rcx', 'mov %r12, %rdx', 'mov %rbp, %rsi', 'lea 0x4e56a(%rip), %rax', 'mov %r13, %rdi', 'movq  %rax, 0xe8(%rsp)', 'movb  $0x0, (%rbp)', 'callq  0xfffffffffffab41b', 'nop %edi, %edx', 'pushq  %r13', 'mov %rsi, %r13', 'pushq  %r12', 'mov %rcx, %r12', 'pushq  %rbp', 'mov %rdi, %rbp', 'pushq  %rbx', 'sub $0x18, %rsp', 'test %rdx, %rdx', 'jnz 0x6e')",147.0
"('mov %rbp, %rdi', 'callq  0x1025', 'nop %edi, %edx', 'cmpq  $0x0, 0x38(%rdi)', 'jz 0x7')",191.45833333333334
"('mov %rbp, %rdi', 'callq  0x487d', 'nop %edi, %edx', 'pushq  %rbx', 'cmpq  $0x0, 0x60(%rdi)', 'mov %rdi, %rbx', 'jz 0xa')",349.0
"('mov %rbp, %rdi', 'callq  0x4e27', 'nop %edi, %edx', 'pushq  %r12', 'pushq  %rbp', 'pushq  %rbx', 'movl  0x70(%rdi), %r12d', 'cmp $0xffffffff, %r12d', 'jz 0xec')",296.5
"('mov %rbp, %rdi', 'callq  0x4f77', 'nop %edi, %edx', 'pushq  %r12', 'pushq  %rbp', 'pushq  %rbx', 'movl  0x70(%rdi), %r12d', 'cmp $0xffffffff, %r12d', 'jz 0xec')",184.0
"('mov %rbp, %rdi', 'callq  0xe659', 'nop %edi, %edx', 'sub $0x18, %rsp', 'movq  0x9f289(%rip), %rax', 'test %rax, %rax', 'jnz 0x86')",244.0
"('mov %rbp, %rdi', 'callq  0xe659', 'nop %edi, %edx', 'sub $0x18, %rsp', 'movq  0xc3119(%rip), %rax', 'test %rax, %rax', 'jnz 0x86')",351.0
"('mov %rbp, %rdi', 'callq  0xe7a9', 'nop %edi, %edx', 'sub $0x18, %rsp', 'movq  0x9df19(%rip), %rax', 'test %rax, %rax', 'jnz 0x86')",185.0
"('mov %rbp, %rdx', 'mov %r12, %rsi', 'mov %rbx, %rdi', 'callq  0x78(%r14)', 'nop %edi, %edx', 'pushq  %r13', 'mov %rdi, %r13', 'pushq  %r12', 'pushq  %rbp', 'pushq  %rbx', 'sub $0x8, %rsp', 'test %rdx, %rdx', 'jle 0x84')",192.75
"('mov %rbp, %rsi', 'lea 0x9bf83(%rip), %rdi', 'callq  0xffffffffffffda13', 'test %rsi, %rsi', 'js 0x60d')",147.0
"('mov %rbp, %rsi', 'lea 0x9bfd3(%rip), %rdi', 'callq  0xffffffffffffda13', 'test %rsi, %rsi', 'js 0x60d')",187.0
"('mov %rbp, %rsi', 'lea 0x9c033(%rip), %rdi', 'callq  0xffffffffffffda13', 'test %rsi, %rsi', 'js 0x60d')",139.0
"('mov %rbp, %rsi', 'lea 0x9c0b3(%rip), %rdi', 'callq  0xffffffffffffda13', 'test %rsi, %rsi', 'js 0x60d')",219.0
"('mov %rbp, %rsi', 'lea 0x9c0f3(%rip), %rdi', 'callq  0xffffffffffffda13', 'test %rsi, %rsi', 'js 0x60d')",228.0
"('mov %rbp, %rsi', 'lea 0x9c163(%rip), %rdi', 'callq  0xffffffffffffda13', 'test %rsi, %rsi', 'js 0x60d')",125.0
"('mov %rbp, %rsi', 'lea 0x9c193(%rip), %rdi', 'callq  0xffffffffffffda13', 'test %rsi, %rsi', 'js 0x60d')",129.0
"('mov %rbp, %rsi', 'lea 0x9c1e3(%rip), %rdi', 'callq  0xffffffffffffda13', 'test %rsi, %rsi', 'js 0x60d')",128.0
"('mov %rbp, %rsi', 'lea 0x9c203(%rip), %rdi', 'callq  0xffffffffffffda13', 'test %rsi, %rsi', 'js 0x60d')",150.0
"('mov %rbp, %rsi', 'lea 0x9c243(%rip), %rdi', 'callq  0xffffffffffffda13', 'test %rsi, %rsi', 'js 0x60d')",103.0
"('mov %rbp, %rsi', 'lea 0x9c7f3(%rip), %rdi', 'callq  0xffffffffffffda13', 'test %rsi, %rsi', 'js 0x60d')",211.0
"('mov %rbp, %rsi', 'lea 0x9d1e3(%rip), %rdi', 'callq  0xffffffffffffda13', 'test %rsi, %rsi', 'js 0x60d')",133.0
"('mov %rbp, %rsi', 'lea 0x9d243(%rip), %rdi', 'callq  0xffffffffffffda13', 'test %rsi, %rsi', 'js 0x60d')",131.0
"('mov %rbp, %rsi', 'lea 0x9d283(%rip), %rdi', 'callq  0xffffffffffffda13', 'test %rsi, %rsi', 'js 0x60d')",246.0
"('mov %rbp, %rsi', 'lea 0xb2de3(%rip), %rdi', 'callq  0xffffffffffffda13', 'test %rsi, %rsi', 'js 0x60d')",333.0
"('mov %rbp, %rsi', 'lea 0xb2df3(%rip), %rdi', 'callq  0xffffffffffffda13', 'test %rsi, %rsi', 'js 0x60d')",218.0
"('mov %rbp, %rsi', 'lea 0xb2f13(%rip), %rdi', 'callq  0xffffffffffffda13', 'test %rsi, %rsi', 'js 0x60d')",214.0
"('mov %rbp, %rsi', 'lea 0xb2f63(%rip), %rdi', 'callq  0xffffffffffffda13', 'test %rsi, %rsi', 'js 0x60d')",188.0
"('mov %rbp, %rsi', 'lea 0xb3013(%rip), %rdi', 'callq  0xffffffffffffda13', 'test %rsi, %rsi', 'js 0x60d')",186.0
"('mov %rbp, %rsi', 'lea 0xb36b3(%rip), %rdi', 'callq  0xffffffffffffda13', 'test %rsi, %rsi', 'js 0x60d')",201.0
"('mov %rbp, %rsi', 'lea 0xb5933(%rip), %rdi', 'callq  0xffffffffffffda13', 'test %rsi, %rsi', 'js 0x60d')",196.0
"('mov %rbp, %rsi', 'lea 0xc10f3(%rip), %rdi', 'callq  0xffffffffffffda13', 'test %rsi, %rsi', 'js 0x60d')",353.0
"('mov %rbp, %rsi', 'lea 0xfc583(%rip), %rdi', 'callq  0xffffffffffffda13', 'test %rsi, %rsi', 'js 0x60d')",274.0
